group,file,cmd_line,use,short_desc,aliases,hidden,deprecated,source_kind,flag_name,flag_shorthand,flag_kind,flag_default,flag_usage,flag_line
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,no-backup,,Bool,false,do not create a backup before writing,74
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,non-interactive,,Bool,false,resolve configuration without prompts,75
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,defaults,,Bool,false,allow detected/default values in non-interactive mode,76
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,yes,y,Bool,false,confirm ordinary config writes without prompting,77
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,no-push,,Bool,false,write .beaver/config.yml but don't save it to Beaver,78
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,strategy,,String,"""""",deployment strategy (rolling or recreate),79
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,domain,,String,"""""",primary domain,80
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,health-path,,String,"""""",HTTP health path,81
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,port,,Int,0,detected application port (informational until the config schema supports it),82
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,service,,String,"""""",configure one Compose service as a standalone deployment,83
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,compose-file,,String,"""""",Compose file to inspect when several are present,84
config,commands/config/config.go,26,config,Inspect and author this project's Beaver configuration,,false,,literal,project-id,,String,"""""",Beaver project ID to bind to this configuration,85
config,commands/config/config.go,31,inspect,Inspect this project without changing any files,,false,,literal,verbose,,Bool,false,include matched Dockerfile lines,86
config,commands/config/health.go,22,health [SERVICE],Configure a deployment's health check (pass SERVICE when several exist),,false,,literal,http,,String,"""""","HTTP health-check path (absolute, e.g. /healthz)",342
config,commands/config/health.go,22,health [SERVICE],Configure a deployment's health check (pass SERVICE when several exist),,false,,literal,interval,,String,"""""","time between checks, e.g. 10s",343
config,commands/config/health.go,22,health [SERVICE],Configure a deployment's health check (pass SERVICE when several exist),,false,,literal,timeout,,String,"""""","per-check timeout, e.g. 5s",344
config,commands/config/health.go,22,health [SERVICE],Configure a deployment's health check (pass SERVICE when several exist),,false,,literal,retries,,Int,0,consecutive failures before unhealthy (>= 1),345
config,commands/config/health.go,22,health [SERVICE],Configure a deployment's health check (pass SERVICE when several exist),,false,,literal,tcp,,String,"""""",reserved — TCP health checks are not supported yet,346
config,commands/config/health.go,22,health [SERVICE],Configure a deployment's health check (pass SERVICE when several exist),,false,,literal,command,,String,"""""",reserved — command health checks are not supported yet,347
config,commands/config/health.go,29,disable [SERVICE],Remove the health section (the platform default applies),,false,,literal,,,,,,
config,commands/config/network.go,18,network,Author required Docker networks,,false,,literal,service,,String,"""""",deployment service to edit (required when multiple deployments exist),208
config,commands/config/network.go,24,add <name>,Declare an existing Docker network,,false,,literal,alias,,String,"""""",container DNS alias on the network,209
config,commands/config/network.go,24,add <name>,Declare an existing Docker network,,false,,literal,external,,Bool,false,network already exists on the target host,210
config,commands/config/network.go,47,remove <name>,Remove a Docker network declaration,,false,,literal,,,,,,
config,commands/config/network.go,70,list,List declared Docker networks,,false,,literal,,,,,,
config,commands/config/replicas.go,34,replicas [service] [count],Set how many replicas each service runs,,false,,literal,clear,,Bool,false,remove one service (with SERVICE) or the whole replicas: section,449
config,commands/config/replicas.go,41,resources [SERVICE],Set the CPU and memory each container gets,,false,,literal,cpu,,Float64,0,CPU cores to allocate (the enforced ceiling — resources.limit),450
config,commands/config/replicas.go,41,resources [SERVICE],Set the CPU and memory each container gets,,false,,literal,memory,,Int,0,memory in MB to allocate (the enforced ceiling — resources.limit),451
config,commands/config/replicas.go,41,resources [SERVICE],Set the CPU and memory each container gets,,false,,literal,request-cpu,,Float64,0,"CPU cores to reserve day-to-day (resources.request; optional, must not exceed --cpu)",452
config,commands/config/replicas.go,41,resources [SERVICE],Set the CPU and memory each container gets,,false,,literal,request-memory,,Int,0,"memory in MB to reserve day-to-day (resources.request; optional, must not exceed --memory)",453
config,commands/config/replicas.go,41,resources [SERVICE],Set the CPU and memory each container gets,,false,,literal,clear,,Bool,false,remove the resources: section,454
config,commands/config/schema.go,11,schema,Print the current .beaver/config.yml JSON Schema,,false,,literal,,,,,,
config,commands/config/set.go,19,set <path> <value>,Set one configuration value,,false,,literal,service,,String,"""""",deployment service to edit (required when multiple deployments exist),14
config,commands/config/set.go,20,unset <path>,Remove one configuration value,,false,,literal,service,,String,"""""",deployment service to edit (required when multiple deployments exist),15
config,commands/config/show.go,44,show [container] [list],Show this project's Beaver configuration,,false,,literal,yaml,,Bool,false,print the raw YAML,21
config,commands/config/show.go,44,show [container] [list],Show this project's Beaver configuration,,false,,literal,effective,,Bool,false,note future environment-overlay support,22
config,commands/config/show.go,44,show [container] [list],Show this project's Beaver configuration,,false,,literal,revision,,String,"""""",show one specific saved revision by id (or a unique id prefix) instead of picking/current,23
config,commands/config/validate.go,17,validate,Validate .beaver/config.yml without deploying,,false,,literal,,,,,,
config,commands/config/volume.go,17,volume,Author required Docker volumes,,false,,literal,service,,String,"""""",deployment service to edit (required when multiple deployments exist),152
config,commands/config/volume.go,19,add <name>,Declare an existing Docker volume,,false,,literal,target,,String,"""""",absolute mount path inside the container,153
config,commands/config/volume.go,19,add <name>,Declare an existing Docker volume,,false,,literal,external,,Bool,false,volume already exists on the target host,154
config,commands/config/volume.go,40,remove <name>,Remove a Docker volume declaration,,false,,literal,,,,,,
config,commands/config/volume.go,58,list,List declared Docker volumes,,false,,literal,,,,,,
config,commands/config/wizard.go,29,init,Infer and write Beaver configuration,,false,,literal,,,,,,
config,commands/config/wizard.go,30,sync,Reconcile Beaver configuration with Compose and Dockerfile facts,,false,,literal,,,,,,
connect,commands/connect/connect.go,18,connect,Prepare and connect this machine to Beaver,,false,,literal,verbose,v,Bool,false,show safe technical details while connecting,47
container,commands/container/container.go,231,containers,List containers deployed through Beaver,,false,,literal,stats,,Bool,false,Show historical Prometheus/cAdvisor service summaries,956
container,commands/container/container.go,231,containers,List containers deployed through Beaver,,false,,literal,since,,String,"""1h""",Historical metrics window (for example 1h or 24h),957
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,json,,Bool,false,Print output as JSON (shorthand for --output json),963
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,quiet,,Bool,false,Suppress human-readable status lines; print only the requested data,965
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,tail,,Int,200,"Number of log lines to show, for the logs action",966
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,yes,y,Bool,false,"Skip the confirmation prompt, for rollback/stop",967
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,follow,f,Bool,false,"Stream logs live instead of a one-shot tail, for the logs action",968
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,skip-preflight,,Bool,false,"Proceed even if preflight reports a blocking finding, for the redeploy/rollback actions (recorded as a server-side audit row)",970
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,no-queue,,Bool,false,"Fail immediately when the container's machine is offline, instead of queueing the redeploy/rollback to run when its agent reconnects",971
container,commands/container/container.go,305,container <name> <action> [args],Inspect and operate on a single container,,false,,literal,acknowledge-data-loss,,Bool,false,Proceed even though this redeploy/rollback drops a volume the running release mounts,972
container,commands/container/open.go,83,open [name],Open a container's dashboard page (or live app) in your browser,,false,,literal,live,,Bool,false,Open the container's own live app URL instead of its dashboard page,119
coupon,commands/coupon/coupon.go,21,coupon,Redeem a Beaver coupon code,,false,,literal,,,,,,
coupon,commands/coupon/coupon.go,46,redeem <code>,Redeem an entitlement coupon (e.g. extra machines) for this workspace,,false,,literal,,,,,,
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,git,,Bool,false,use the GitHub-repository deploy wizard instead of local Dockerfile discovery,233
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,dockerfile,,String,"""""",path to the Dockerfile to deploy (must be inside the detected git repository),234
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,logs,,Bool,false,stream raw build/host logs instead of the live summary board,235
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,dry-run,,Bool,false,"run every preflight check and print the plan, but don't actually deploy",236
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,auto-create-environment,,Bool,false,"create a new environment for this branch without prompting, for non-interactive/CI use",237
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,skip-preflight,,Bool,false,proceed even if preflight reports a blocking finding (recorded as a server-side audit row),238
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,acknowledge-data-loss,,Bool,false,proceed even though this deploy drops a volume the running release mounts,239
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,machine,,String,"""""","deploy to this enrolled machine, overriding the .beaver/config.yml host pin for this deploy only",240
deploy,commands/deploy/deploy.go,98,deploy,Deploy one application from a Dockerfile or connected GitHub repository,"""d""",false,,literal,best-machine,,Bool,false,let preflight pick the best compatible enrolled host and deploy there,242
deployment,commands/deployment/deployment.go,297,deployment,Inspect and control one deployment by ID,,false,,literal,,,,,,
deployment,commands/deployment/deployment.go,322,list,List a container's deployment history,,false,,literal,container,,String,"""""",container name or ID (omit to choose interactively),778
deployment,commands/deployment/deployment.go,322,list,List a container's deployment history,,false,,literal,status,,String,"""""",only show deployments with this status,779
deployment,commands/deployment/deployment.go,395,show [deployment-id],Show one deployment's full detail,,false,,literal,,,,,,
deployment,commands/deployment/deployment.go,469,status [deployment-id],Show a deployment's current build/host workflow state,,false,,literal,,,,,,
deployment,commands/deployment/deployment.go,528,logs [deployment-id],Show HTTP request logs for this deployment,,false,,literal,page,,Int,1,page number,781
deployment,commands/deployment/deployment.go,528,logs [deployment-id],Show HTTP request logs for this deployment,,false,,literal,limit,,Int,100,results per page (max 500),782
deployment,commands/deployment/deployment.go,644,watch <deployment-id>,Show a deployment's live progress until it finishes,,false,,literal,logs,,Bool,false,stream raw build/host logs instead of the live summary board,784
deployment,commands/deployment/deployment.go,669,retry <deployment-id>,Retry a failed or cancelled deployment,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,786
deployment,commands/deployment/deployment.go,697,cancel <deployment-id>,Cancel a deployment that's still queued,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,787
diff,commands/diff/diff.go,32,diff [service] [release-a] [release-b],"Compare two releases: code, config, and image",,false,,literal,,,,,,
docker,commands/docker/docker.go,20,docker,Check this machine's Docker setup,,false,,literal,auth,,Bool,false,Check Docker Hub authentication status,28
doctor,commands/doctor/doctor.go,20,doctor,Diagnose and repair this machine's Beaver setup,,false,,literal,verbose,v,Bool,false,show safe technical details and executed commands,27
domain,commands/domain/domain.go,88,domain,Manage custom domains on a container,,false,,literal,,,,,,
domain,commands/domain/domain.go,107,list,List a container's domains,,false,,literal,container,,String,"""""",container name or ID (required),350
domain,commands/domain/domain.go,161,add,Attach a new domain to a container,,false,,literal,container,,String,"""""",container name or ID (required),352
domain,commands/domain/domain.go,161,add,Attach a new domain to a container,,false,,literal,domain,,String,"""""","the hostname to attach, e.g. app.example.com (required)",353
domain,commands/domain/domain.go,246,verify <domain-id>,Re-check DNS and (re)trigger verification,,false,,literal,,,,,,
domain,commands/domain/domain.go,277,certificate <domain-id>,(Re)provision a domain's TLS certificate,,false,,literal,,,,,,
domain,commands/domain/domain.go,304,remove <domain-id>,Detach a domain from its container,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,355
edge,commands/edge/app.go,20,add,Connect a new app,,false,,literal,domain,,String,"""""",domain to connect (required),241
edge,commands/edge/app.go,20,add,Connect a new app,,false,,literal,origin,,String,"""""",your origin server's URL (required),242
edge,commands/edge/app.go,20,add,Connect a new app,,false,,literal,allow-insecure-origin,,Bool,false,acknowledge an http:// origin (Beaver-to-origin traffic won't be encrypted),243
edge,commands/edge/app.go,20,add,Connect a new app,,false,,literal,preserve-host-header,,Bool,false,forward the original Host header to your origin,244
edge,commands/edge/app.go,66,show <connected-app-id>,Show a Connected App,,false,,literal,,,,,,
edge,commands/edge/app.go,90,update <connected-app-id>,Update a Connected App's settings,,false,,literal,preserve-host-header,,String,"""""",true or false,246
edge,commands/edge/app.go,124,remove <connected-app-id>,Disconnect a Connected App,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,247
edge,commands/edge/app.go,150,verify <connected-app-id>,Re-run DNS/TLS verification,,false,,literal,,,,,,
edge,commands/edge/app.go,171,rotate-secret <connected-app-id>,Rotate the origin secret,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,248
edge,commands/edge/app.go,197,origin-protection <connected-app-id>,Show origin-IP-protection status,,false,,literal,,,,,,
edge,commands/edge/app.go,218,origin-protection-recheck <connected-app-id>,Re-run the origin-protection check,,false,,literal,,,,,,
edge,commands/edge/backends.go,13,backends <connected-app-id>,List a Connected App's backends,,false,,literal,,,,,,
edge,commands/edge/backends.go,42,backend,"Add, remove, or import backends for a Connected App",,false,,literal,,,,,,
edge,commands/edge/backends.go,53,add <connected-app-id>,Add a backend,,false,,literal,address,,String,"""""",host:port (required),183
edge,commands/edge/backends.go,53,add <connected-app-id>,Add a backend,,false,,literal,weight,,Int,0,load-balancing weight (default: 1),184
edge,commands/edge/backends.go,53,add <connected-app-id>,Add a backend,,false,,literal,enabled,,String,"""""",true or false (default: true),185
edge,commands/edge/backends.go,92,remove <connected-app-id> <backend-id>,Remove a backend,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,186
edge,commands/edge/backends.go,116,detected-services <machine-id>,List an observer machine's discovered containers,,false,,literal,,,,,,
edge,commands/edge/backends.go,147,import <connected-app-id>,Import discovered containers as backends,,false,,literal,detected-service-id,,StringArray,nil,a detected service ID to import (repeatable),187
edge,commands/edge/edge.go,26,edge,Manage Beaver Edge Connected Apps,,false,,literal,,,,,,
edge,commands/edge/edge.go,54,apps,List your Connected Apps,,false,,literal,,,,,,
edge,commands/edge/edge.go,87,app,"Add, show, update, remove, verify, or manage a Connected App",,false,,literal,,,,,,
edge,commands/edge/firewall.go,17,firewall,Manage the Edge-firewall mirror of Beaver Firewall on a Connected App,,false,,literal,,,,,,
edge,commands/edge/firewall.go,70,policy <connected-app-id>,,,false,,factory,,,,,,
edge,commands/edge/firewall.go,71,rules <connected-app-id>,,,false,,factory,,,,,,
edge,commands/edge/firewall.go,72,overview <connected-app-id>,,,false,,factory,,,,,,
edge,commands/edge/firewall.go,73,intel <connected-app-id>,,,false,,factory,,,,,,
edge,commands/edge/firewall.go,74,bans <connected-app-id>,,,false,,factory,,,,,,
edge,commands/edge/firewall.go,86,set <connected-app-id>,Change a Connected App's firewall policy,,false,,literal,enabled,,String,"""""",true or false,545
edge,commands/edge/firewall.go,86,set <connected-app-id>,Change a Connected App's firewall policy,,false,,literal,level,,String,"""""","off, basic, standard, or strict",546
edge,commands/edge/firewall.go,86,set <connected-app-id>,Change a Connected App's firewall policy,,false,,literal,security-headers,,String,"""""",true or false,547
edge,commands/edge/firewall.go,86,set <connected-app-id>,Change a Connected App's firewall policy,,false,,literal,concurrency,,Int,0,max concurrent requests,548
edge,commands/edge/firewall.go,167,add <connected-app-id>,Add a firewall rule,,false,,literal,name,,String,"""""",rule name,551
edge,commands/edge/firewall.go,167,add <connected-app-id>,Add a firewall rule,,false,,literal,type,,String,"""""","condition type: ip, path, method, query, or header (required)",552
edge,commands/edge/firewall.go,167,add <connected-app-id>,Add a firewall rule,,false,,literal,action,,String,"""""","allow, block, rate-limit, or challenge (required)",553
edge,commands/edge/firewall.go,167,add <connected-app-id>,Add a firewall rule,,false,,literal,value,,String,"""""",condition value,554
edge,commands/edge/firewall.go,167,add <connected-app-id>,Add a firewall rule,,false,,literal,path,,String,"""""","path, for --type path",555
edge,commands/edge/firewall.go,167,add <connected-app-id>,Add a firewall rule,,false,,literal,method,,String,"""""","HTTP method, for --type method",556
edge,commands/edge/firewall.go,167,add <connected-app-id>,Add a firewall rule,,false,,literal,priority,,Int,0,rule priority (lower runs first),557
edge,commands/edge/firewall.go,211,update <connected-app-id> <rule-id>,Update a firewall rule,,false,,literal,action,,String,"""""",new action,558
edge,commands/edge/firewall.go,211,update <connected-app-id> <rule-id>,Update a firewall rule,,false,,literal,conditions,,String,"""""","new conditions, as raw JSON",559
edge,commands/edge/firewall.go,250,delete <connected-app-id> <rule-id>,Delete a firewall rule,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,560
edge,commands/edge/firewall.go,274,rule,"Add, update, or delete Edge-firewall rules",,false,,literal,,,,,,
edge,commands/edge/firewall.go,283,revisions <connected-app-id>,Show a Connected App's firewall change history,,false,,literal,limit,,Int,0,max revisions to return,563
edge,commands/edge/firewall.go,310,rollback <connected-app-id> <revision-id>,Roll back to a previous firewall revision,,false,,literal,,,,,,
edge,commands/edge/firewall.go,340,preset,Apply a firewall preset or app template,,false,,literal,,,,,,
edge,commands/edge/firewall.go,345,apply <connected-app-id>,Apply a security-level preset or an app template,,false,,literal,preset,,String,"""""","off, basic, standard, or strict",566
edge,commands/edge/firewall.go,345,apply <connected-app-id>,Apply a security-level preset or an app template,,false,,literal,template,,String,"""""","static-website, rest-api, admin-dashboard, auth-service, or webhook-endpoint",567
edge,commands/edge/firewall.go,389,ban <connected-app-id>,Ban an IP address,,false,,literal,ip,,String,"""""",IP address to ban (required),569
edge,commands/edge/firewall.go,389,ban <connected-app-id>,Ban an IP address,,false,,literal,reason,,String,"""""",reason for the ban,570
edge,commands/edge/firewall.go,389,ban <connected-app-id>,Ban an IP address,,false,,literal,duration,,Int,0,ban duration in minutes (default: server default),571
edge,commands/edge/firewall.go,418,unban <connected-app-id> <ip>,Remove a ban,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,572
edge,commands/edge/firewall.go,451,login-protect <connected-app-id>,Configure brute-force protection on a login path,,false,,literal,path,,String,"""""",login path to protect (required),574
edge,commands/edge/firewall.go,451,login-protect <connected-app-id>,Configure brute-force protection on a login path,,false,,literal,rate-limit,,Int,0,requests per minute (default: server default),575
edge,commands/edge/firewall.go,451,login-protect <connected-app-id>,Configure brute-force protection on a login path,,false,,literal,threshold,,Int,0,failed attempts before banning (default: server default),576
edge,commands/edge/firewall.go,451,login-protect <connected-app-id>,Configure brute-force protection on a login path,,false,,literal,ban-minutes,,Int,0,ban duration in minutes (default: server default),577
edge,commands/edge/firewall.go,492,lockdown <connected-app-id>,Block all traffic to a Connected App,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,579
edge,commands/edge/firewall.go,518,unlock <connected-app-id>,Undo a lockdown,,false,,literal,,,,,,
edge,commands/edge/logs.go,18,logs <connected-app-id>,Show a Connected App's access logs,,false,,literal,limit,,Int,100,results per page (max 500),69
edge,commands/edge/logs.go,18,logs <connected-app-id>,Show a Connected App's access logs,,false,,literal,page,,Int,1,page number,70
edge,commands/edge/speed.go,13,speed <connected-app-id>,Show a Connected App's Speed Insights config,,false,,literal,,,,,,
edge,commands/edge/speed.go,41,set <connected-app-id>,Enable or disable Speed Insights,,false,,literal,enabled,,String,"""""",true or false (required),72
edge,commands/edge/traffic.go,15,traffic <connected-app-id>,Show a Connected App's traffic dashboard,,false,,literal,range,,String,"""24h""","1h, 6h, 24h, 7d, or 30d",56
environment,commands/environment/environment.go,110,environment,Show or manage Beaver environments (a named branch->deploy-target binding on a project),"""env""",false,,literal,,,,,,
environment,commands/environment/environment.go,204,list,List environments,,false,,literal,user-id,,String,"""""",user ID to list environments for (default: your own),415
environment,commands/environment/environment.go,263,create,Create a new environment,,false,,literal,name,,String,"""""","environment name — any slug, e.g. testing, development, staging, production (required)",417
environment,commands/environment/environment.go,263,create,Create a new environment,,false,,literal,project-id,,String,"""""",project ID this environment belongs to (required),418
environment,commands/environment/environment.go,263,create,Create a new environment,,false,,literal,branch,,String,"""""",git branch to map to this environment (optional),419
environment,commands/environment/environment.go,360,delete <environment-id>,Delete an environment,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,421
environment,commands/environment/vars.go,40,vars,Manage a container's environment variables (KEY=value),,false,,literal,,,,,,
environment,commands/environment/vars.go,72,list [service],List a container's environment variable names,,false,,literal,,,,,,
environment,commands/environment/vars.go,105,pull [service],Write a container's environment variables to a local .env file,,false,,literal,,,,,,
environment,commands/environment/vars.go,156,push [service],Import a local .env file's variables,,false,,literal,,,,,,
environment,commands/environment/vars.go,203,diff [service],Compare a local .env file against what's deployed,,false,,literal,reveal,,Bool,false,print actual values instead of just key names (asks for a second confirmation),259
environment,commands/environment/vars.go,203,diff [service],Compare a local .env file against what's deployed,,false,,literal,file,,String,"""""",path to the local .env file (default .env),257
firewall,commands/firewall/firewall.go,35,firewall,Manage Beaver Firewall on a deployment,,false,,literal,service,,String,"""""","Compose service name, for a stack sharing this deployment ID",88
firewall,commands/firewall/firewall.go,94,policy <deployment-id>,,,false,,factory,,,,,,
firewall,commands/firewall/firewall.go,95,rules <deployment-id>,,,false,,factory,,,,,,
firewall,commands/firewall/firewall.go,96,overview <deployment-id>,,,false,,factory,,,,,,
firewall,commands/firewall/firewall.go,97,intel <deployment-id>,,,false,,factory,,,,,,
firewall,commands/firewall/firewall.go,98,bans <deployment-id>,,,false,,factory,,,,,,
firewall,commands/firewall/firewall.go,99,waf <deployment-id>,,,false,,factory,,,,,,
firewall,commands/firewall/mutations.go,24,set <deployment-id>,Change a deployment's firewall policy,,false,,literal,service,,String,"""""",Compose service name,573
firewall,commands/firewall/mutations.go,24,set <deployment-id>,Change a deployment's firewall policy,,false,,literal,enabled,,String,"""""",true or false,574
firewall,commands/firewall/mutations.go,24,set <deployment-id>,Change a deployment's firewall policy,,false,,literal,security-headers,,String,"""""",true or false,575
firewall,commands/firewall/mutations.go,24,set <deployment-id>,Change a deployment's firewall policy,,false,,literal,max-body-bytes,,Int64,0,max request body size in bytes,576
firewall,commands/firewall/mutations.go,24,set <deployment-id>,Change a deployment's firewall policy,,false,,literal,rate-limit,,Int,0,requests per minute cap,577
firewall,commands/firewall/mutations.go,24,set <deployment-id>,Change a deployment's firewall policy,,false,,literal,concurrency,,Int,0,max concurrent requests,578
firewall,commands/firewall/mutations.go,106,add <deployment-id>,Add a firewall rule,,false,,literal,service,,String,"""""",Compose service name,581
firewall,commands/firewall/mutations.go,106,add <deployment-id>,Add a firewall rule,,false,,literal,type,,String,"""""","condition type: ip, path, method, query, or header (required)",582
firewall,commands/firewall/mutations.go,106,add <deployment-id>,Add a firewall rule,,false,,literal,action,,String,"""""","allow, block, rate-limit, or challenge (required)",583
firewall,commands/firewall/mutations.go,106,add <deployment-id>,Add a firewall rule,,false,,literal,value,,String,"""""",condition value,584
firewall,commands/firewall/mutations.go,106,add <deployment-id>,Add a firewall rule,,false,,literal,path,,String,"""""","path, for --type path",585
firewall,commands/firewall/mutations.go,106,add <deployment-id>,Add a firewall rule,,false,,literal,method,,String,"""""","HTTP method, for --type method",586
firewall,commands/firewall/mutations.go,146,update <deployment-id> <rule-id>,Update a firewall rule,,false,,literal,service,,String,"""""",Compose service name,587
firewall,commands/firewall/mutations.go,146,update <deployment-id> <rule-id>,Update a firewall rule,,false,,literal,action,,String,"""""",new action,588
firewall,commands/firewall/mutations.go,146,update <deployment-id> <rule-id>,Update a firewall rule,,false,,literal,conditions,,String,"""""","new conditions, as raw JSON",589
firewall,commands/firewall/mutations.go,185,delete <deployment-id> <rule-id>,Delete a firewall rule,,false,,literal,service,,String,"""""",Compose service name,590
firewall,commands/firewall/mutations.go,185,delete <deployment-id> <rule-id>,Delete a firewall rule,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,591
firewall,commands/firewall/mutations.go,213,revisions <deployment-id>,Show a deployment's firewall change history,,false,,literal,limit,,Int,0,max revisions to return,595
firewall,commands/firewall/mutations.go,243,rollback <deployment-id> <revision-id>,Roll back to a previous firewall revision,,false,,literal,service,,String,"""""",Compose service name,594
firewall,commands/firewall/mutations.go,274,events <deployment-id>,Show blocked/allowed request events,,false,,literal,limit,,Int,0,max events to return,596
firewall,commands/firewall/mutations.go,274,events <deployment-id>,Show blocked/allowed request events,,false,,literal,grouped,,Bool,false,group events by rule/IP,597
firewall,commands/firewall/mutations.go,311,apply <deployment-id>,Apply a firewall preset,,false,,literal,service,,String,"""""",Compose service name,600
firewall,commands/firewall/mutations.go,311,apply <deployment-id>,Apply a firewall preset,,false,,literal,preset,,String,"""""",preset name (required),601
firewall,commands/firewall/mutations.go,348,ban <deployment-id>,Ban an IP address,,false,,literal,service,,String,"""""",Compose service name,603
firewall,commands/firewall/mutations.go,348,ban <deployment-id>,Ban an IP address,,false,,literal,ip,,String,"""""",IP address to ban (required),604
firewall,commands/firewall/mutations.go,348,ban <deployment-id>,Ban an IP address,,false,,literal,reason,,String,"""""",reason for the ban,605
firewall,commands/firewall/mutations.go,348,ban <deployment-id>,Ban an IP address,,false,,literal,duration,,Int,0,ban duration in minutes (default: server default),606
firewall,commands/firewall/mutations.go,377,unban <deployment-id> <ip>,Remove a ban,,false,,literal,service,,String,"""""",Compose service name,607
firewall,commands/firewall/mutations.go,377,unban <deployment-id> <ip>,Remove a ban,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,608
firewall,commands/firewall/mutations.go,408,login-protect <deployment-id>,Configure brute-force protection on a login path,,false,,literal,service,,String,"""""",Compose service name,610
firewall,commands/firewall/mutations.go,408,login-protect <deployment-id>,Configure brute-force protection on a login path,,false,,literal,path,,String,"""""",login path to protect (required),611
firewall,commands/firewall/mutations.go,408,login-protect <deployment-id>,Configure brute-force protection on a login path,,false,,literal,threshold,,Int,0,failed attempts before banning,612
firewall,commands/firewall/mutations.go,441,lockdown <deployment-id>,Block all traffic to a deployment,,false,,literal,service,,String,"""""",Compose service name,614
firewall,commands/firewall/mutations.go,441,lockdown <deployment-id>,Block all traffic to a deployment,,false,,literal,yes,y,Bool,false,skip the confirmation prompt,615
firewall,commands/firewall/mutations.go,467,unlock <deployment-id>,Undo a lockdown,,false,,literal,service,,String,"""""",Compose service name,616
firewall,commands/firewall/mutations.go,492,visibility <deployment-id>,Make a service public or private,,false,,literal,service,,String,"""""",Compose service name,618
firewall,commands/firewall/mutations.go,492,visibility <deployment-id>,Make a service public or private,,false,,literal,public,,Bool,false,make the service publicly reachable,619
firewall,commands/firewall/mutations.go,492,visibility <deployment-id>,Make a service public or private,,false,,literal,private,,Bool,false,make the service internal-only,620
firewall,commands/firewall/mutations.go,528,set <deployment-id>,Change a deployment's WAF configuration,,false,,literal,service,,String,"""""",Compose service name,623
firewall,commands/firewall/mutations.go,528,set <deployment-id>,Change a deployment's WAF configuration,,false,,literal,enabled,,String,"""""",true or false (required),624
firewall,commands/firewall/mutations.go,630,rule,"Add, update, or delete firewall rules",,false,,literal,,,,,,
firewall,commands/firewall/mutations.go,635,preset,Apply a firewall preset,,false,,literal,,,,,,
git,commands/git/git.go,23,git,Check GitHub authentication on this machine,,false,,literal,auth,,Bool,false,Check GitHub CLI authentication status,31
github,commands/github/github.go,34,github,List your connected GitHub accounts,,false,,literal,,,,,,
